22.320987230,87.311211300,Kharagpur,#FFFF00
22.320986840,87.311211350,Kharagpur,#FFFF00
22.320987090,87.311211340,Kharagpur,#FFFF00
22.320987260,87.311211210,Kharagpur,#FFFF00
22.320986980,87.311211200,Kharagpur,#FFFF00
22.320987060,87.311211180,Kharagpur,#FFFF00
22.320987190,87.311211100,Kharagpur,#FFFF00
22.320987320,87.311211060,Kharagpur,#FFFF00
22.320987580,87.311210970,Kharagpur,#FFFF00
22.320987640,87.311210920,Kharagpur,#FFFF00
22.320987450,87.311210910,Kharagpur,#FFFF00
22.320987400,87.311210840,Kharagpur,#FFFF00
22.320987620,87.311210760,Kharagpur,#FFFF00
22.320987580,87.311210740,Kharagpur,#FFFF00
22.320987380,87.311210750,Kharagpur,#FFFF00
22.320987320,87.311210800,Kharagpur,#FFFF00
22.320987150,87.311210910,Kharagpur,#FFFF00
22.320987150,87.311210940,Kharagpur,#FFFF00
22.320987080,87.311210950,Kharagpur,#FFFF00
22.320987030,87.311210940,Kharagpur,#FFFF00
22.320987000,87.311210940,Kharagpur,#FFFF00
22.320985620,87.311210630,Kharagpur,#FFFF00
22.320984900,87.311210470,Kharagpur,#FFFF00
22.320984530,87.311210370,Kharagpur,#FFFF00
22.320984330,87.311210310,Kharagpur,#FFFF00
22.320984230,87.311210260,Kharagpur,#FFFF00
22.320984170,87.311210240,Kharagpur,#FFFF00
22.320984090,87.311210190,Kharagpur,#FFFF00
22.320984040,87.311210160,Kharagpur,#FFFF00
22.320984010,87.311210130,Kharagpur,#FFFF00
22.320983990,87.311210100,Kharagpur,#FFFF00
22.320983980,87.311210070,Kharagpur,#FFFF00
22.320983960,87.311210070,Kharagpur,#FFFF00
22.320983970,87.311210050,Kharagpur,#FFFF00
22.320983960,87.311210050,Kharagpur,#FFFF00
22.320983950,87.311210030,Kharagpur,#FFFF00
22.320983920,87.311210030,Kharagpur,#FFFF00
22.320980900,87.311209170,Kharagpur,#FFFF00
22.320980030,87.311207520,Kharagpur,#FFFF00
22.320980650,87.311204210,Kharagpur,#FFFF00
22.320978750,87.311202650,Kharagpur,#FFFF00
22.320975610,87.311197080,Kharagpur,#FFFF00
22.320971130,87.311192210,Kharagpur,#FFFF00
